listing_id,farmer_id,crop,variety,quantity_tonnes,price_per_quintal,description,harvest_date,listed_at,cluster,district,taluka,village
L1901,F1218,Cotton,DCH-32,19.15,8944.43,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-10-22,2026-06-15,Vidarbha,Amravati,Bhatkuli,Ashti
L1902,F1219,Rice,Karjat-3,22.14,5188.73,"Healthy Rice yield this season, sorted and free of visible damage.",2025-12-17,2026-04-23,Vidarbha,Bhandara,Mohadi,Kandri
L1903,F1220,Groundnut,Phule Unnati,5.85,7390.01,"Quality Groundnut lot from this season, well-dried and properly sorted.",2025-10-17,2026-07-01,Western Maharashtra (Desh),Sangli,Kavathemahankal,Agalgaon
L1904,F1221,Wheat,Tapovan (NIAW-917),8.21,2258.79,"Healthy Wheat yield this season, sorted and free of visible damage.",2025-04-06,2026-06-29,Vidarbha,Bhandara,Mohadi,Kardi
L1905,F1222,Sugarcane,Co 740,18.19,524.76,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2026-03-18,2026-06-09,Western Maharashtra (Desh),Satara,Satara,Agudewadi
L1906,F1222,Sugarcane,Co 94012,29.79,309.76,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2026-03-08,2026-06-08,Western Maharashtra (Desh),Satara,Satara,Agudewadi
L1907,F1223,Rice,Indrayani,2.21,4471.18,"Healthy Rice yield this season, sorted and free of visible damage.",2024-11-20,2026-06-03,Western Maharashtra (Desh),Kolhapur,Radhanagari,Savarde
L1908,F1223,Rice,Ambemohar,21.01,4835.22,"Healthy Rice yield this season, sorted and free of visible damage.",2024-11-05,2026-07-21,Western Maharashtra (Desh),Kolhapur,Radhanagari,Savarde
L1909,F1224,Maize,Ganga Safed-2,10.69,2089.29,"Quality Maize lot from this season, well-dried and properly sorted.",2024-12-04,2026-06-28,Khandesh,Jalgaon,Muktainagar,Bahadarpur
L1910,F1225,Tur,ICPL-87,6.21,6431.23,"Freshly harvested Tur, good grade, cleaned and ready for pickup.",2024-10-22,2026-04-14,Vidarbha,Wardha,Hinganghat,Allipur
L1911,F1225,Tur,Vipula,4.79,7671.76,"Tur harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-10-02,2026-06-28,Vidarbha,Wardha,Hinganghat,Allipur
L1912,F1226,Bajra,Saburi,1.03,2637.09,"Freshly harvested Bajra, good grade, cleaned and ready for pickup.",2024-10-01,2026-08-20,Western Maharashtra (Desh),Pune,Baramati,Ambi Kh.
L1913,F1227,Cotton,RCH-2 Bt,16.07,9192.53,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-11-28,2026-07-21,Vidarbha,Amravati,Chikhaldara,Katkumbh
L1914,F1227,Cotton,Ajeet-155 Bt,3.11,8305.8,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-10-16,2026-07-15,Vidarbha,Amravati,Chikhaldara,Katkumbh
L1915,F1228,Sugarcane,Co 86032,93.25,556.76,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2025-01-07,2026-06-28,Western Maharashtra (Desh),Sangli,Kavathemahankal,Deshing
L1916,F1228,Sugarcane,CoM 0265,33.75,448.34,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2026-02-26,2026-07-18,Western Maharashtra (Desh),Sangli,Kavathemahankal,Deshing
L1917,F1229,Tur,Phule Rajeshwari,1.85,6020.48,"Healthy Tur yield this season, sorted and free of visible damage.",2025-11-08,2026-06-12,Vidarbha,Buldhana,Khamgaon,Sutala Bk.
L1918,F1230,Wheat,Tapovan (NIAW-917),20.0,2588.51,"Freshly harvested Wheat, good grade, cleaned and ready for pickup.",2025-02-07,2026-06-21,Western Maharashtra (Desh),Pune,Velhe,Ambed
L1919,F1230,Wheat,NIAW-34,14.0,2449.04,"Quality Wheat lot from this season, well-dried and properly sorted.",2025-02-13,2026-07-28,Western Maharashtra (Desh),Pune,Velhe,Ambed
L1920,F1230,Sugarcane,Phule 265,26.14,328.84,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2024-12-21,2026-06-06,Western Maharashtra (Desh),Pune,Velhe,Ambed
L1921,F1231,Jowar,Phule Yashoda,11.55,3929.77,"Healthy Jowar yield this season, sorted and free of visible damage.",2025-11-12,2026-08-01,Vidarbha,Yavatmal,Digras,Arambhi
L1922,F1232,Soybean,JS 9560,15.43,7014.56,"Freshly harvested Soybean, good grade, cleaned and ready for pickup.",2025-10-20,2026-06-12,Vidarbha,Yavatmal,Kelapur,Akoli Kh.
L1923,F1233,Cotton,RCH-2 Bt,13.08,9265.9,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-10-09,2026-07-01,Khandesh,Jalgaon,Bhusawal,Anjansonde
L1924,F1234,Soybean,MAUS 71,8.84,4868.93,"Healthy Soybean yield this season, sorted and free of visible damage.",2025-11-18,2026-06-01,Vidarbha,Yavatmal,Arni,Anjargaon
L1925,F1234,Soybean,JS 20-29,12.35,5451.78,"Well-graded Soybean, stored in dry conditions, ready for immediate sale.",2025-11-21,2026-05-22,Vidarbha,Yavatmal,Arni,Anjargaon
L1926,F1235,Soybean,MACS 1281,3.82,4923.44,"Quality Soybean lot from this season, well-dried and properly sorted.",2024-12-10,2026-06-25,Western Maharashtra (Desh),Kolhapur,Hatkanangale,Rendal
L1927,F1236,Tur,ICPL-87,17.74,7658.34,"Healthy Tur yield this season, sorted and free of visible damage.",2024-12-30,2026-08-02,Khandesh,Jalgaon,Pachora,Akhatwade
L1928,F1237,Soybean,JS 335,14.09,5150.08,"Quality Soybean lot from this season, well-dried and properly sorted.",2024-12-23,2026-07-25,Vidarbha,Yavatmal,Maregaon,Mahagaon
L1929,F1238,Wheat,Tapovan (NIAW-917),12.33,2967.06,"Well-graded Wheat, stored in dry conditions, ready for immediate sale.",2025-02-20,2026-06-19,Western Maharashtra (Desh),Ahilyanagar (Ahmednagar),Shevgaon,Akhatwade
L1930,F1239,Tur,Vipula,1.64,6797.3,"Tur harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-12-03,2026-05-12,Khandesh,Jalgaon,Yawal,Aklud
L1931,F1240,Rice,Kolam,22.72,4294.87,"Quality Rice lot from this season, well-dried and properly sorted.",2025-12-21,2026-05-27,Vidarbha,Bhandara,Tumsar,Ashti
L1932,F1241,Sugarcane,Phule 265,57.06,585.31,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2024-12-28,2026-06-06,Western Maharashtra (Desh),Kolhapur,Panhala,Arale
L1933,F1242,Wheat,Lokwan,1.16,2287.19,"Quality Wheat lot from this season, well-dried and properly sorted.",2025-04-13,2026-06-01,Vidarbha,Amravati,Anjangaon-Surji,Khanampur
L1934,F1243,Cotton,Ajeet-155 Bt,14.32,8428.62,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-12-27,2026-06-21,Vidarbha,Wardha,Arvi,Rohna
L1935,F1244,Cotton,Bt Cotton (Bollgard II hybrid),12.94,9243.56,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-11-14,2026-07-16,Vidarbha,Wardha,Arvi,Rohna
L1936,F1245,Jowar,Phule Vasudha,13.65,5812.12,"Freshly harvested Jowar, good grade, cleaned and ready for pickup.",2024-10-05,2026-03-14,Vidarbha,Amravati,Chikhaldara,Katkumbh
L1937,F1246,Maize,DHM-117,2.05,2198.53,"Freshly harvested Maize, good grade, cleaned and ready for pickup.",2024-10-07,2026-05-27,Khandesh,Nashik,Surgana,Mhaiskhadak
L1938,F1246,Maize,DHM-117,11.67,2265.66,"Freshly harvested Maize, good grade, cleaned and ready for pickup.",2025-10-12,2026-07-06,Khandesh,Nashik,Surgana,Mhaiskhadak
L1939,F1247,Soybean,JS 335,14.74,6514.97,"Quality Soybean lot from this season, well-dried and properly sorted.",2024-10-26,2026-06-29,Vidarbha,Amravati,Anjangaon-Surji,Kapustalni
L1940,F1248,Groundnut,JL-24,2.7,6073.41,"Groundnut harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-12-08,2026-06-08,Western Maharashtra (Desh),Pune,Maval,Adhale Bk.
L1941,F1248,Jowar,Maldandi,10.46,4145.78,"Jowar harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-10-29,2026-05-14,Western Maharashtra (Desh),Pune,Maval,Adhale Bk.
L1942,F1249,Soybean,MAUS 71,13.45,6855.82,"Quality Soybean lot from this season, well-dried and properly sorted.",2025-11-23,2026-07-24,Vidarbha,Buldhana,Sangrampur,Sangrampur Pr. Jamod
L1943,F1249,Soybean,MAUS 71,8.27,7022.7,"Freshly harvested Soybean, good grade, cleaned and ready for pickup.",2024-12-19,2026-06-19,Vidarbha,Buldhana,Sangrampur,Sangrampur Pr. Jamod
L1944,F1250,Sugarcane,Co 740,46.94,409.79,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2024-12-19,2026-07-18,Western Maharashtra (Desh),Kolhapur,Shahuwadi,Sarud
L1945,F1251,Wheat,Sharbati,5.93,2549.72,"Well-graded Wheat, stored in dry conditions, ready for immediate sale.",2026-02-11,2026-06-17,Western Maharashtra (Desh),Pune,Khed,Adgaon
L1946,F1252,Rice,IR-64,13.83,3777.41,"Quality Rice lot from this season, well-dried and properly sorted.",2025-10-13,2026-06-09,Vidarbha,Gondia,Salekasa,Pipariya
L1947,F1253,Cotton,Suraj Bt,13.7,8519.93,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-10-01,2026-05-14,Vidarbha,Yavatmal,Kalamb,Antargaon
L1948,F1254,Cotton,Suraj Bt,19.1,9327.11,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-10-10,2026-05-18,Khandesh,Jalgaon,Jamner,Ambilhol
L1949,F1254,Tur,BSMR-736,17.19,7016.6,"Tur harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-12-19,2026-07-31,Khandesh,Jalgaon,Jamner,Ambilhol
L1950,F1255,Wheat,Lokwan,13.14,2561.61,"Freshly harvested Wheat, good grade, cleaned and ready for pickup.",2025-03-25,2026-06-18,Western Maharashtra (Desh),Solapur,Madha,Aran
L1951,F1255,Wheat,NIAW-34,10.51,2683.37,"Quality Wheat lot from this season, well-dried and properly sorted.",2026-02-19,2026-06-05,Western Maharashtra (Desh),Solapur,Madha,Aran
L1952,F1255,Sugarcane,CoM 0265,57.28,381.56,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2024-12-18,2026-08-08,Western Maharashtra (Desh),Solapur,Madha,Aran
L1953,F1256,Maize,Ganga Safed-2,14.8,2515.09,"Quality Maize lot from this season, well-dried and properly sorted.",2025-12-10,2026-06-10,Khandesh,Jalgaon,Muktainagar,Anjangaon
L1954,F1257,Jowar,Phule Vasudha,16.02,4158.17,"Jowar harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-12-17,2026-05-01,Western Maharashtra (Desh),Satara,Jaoli,Akhade
L1955,F1257,Soybean,JS 9560,7.78,6122.11,"Well-graded Soybean, stored in dry conditions, ready for immediate sale.",2024-10-03,2026-07-26,Western Maharashtra (Desh),Satara,Jaoli,Akhade
L1956,F1258,Sugarcane,CoVSI 09292,125.48,529.92,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2025-03-21,2026-06-17,Western Maharashtra (Desh),Kolhapur,Shirol,Shirol
L1957,F1258,Groundnut,SB-11,11.39,6200.77,"Quality Groundnut lot from this season, well-dried and properly sorted.",2024-11-29,2026-06-11,Western Maharashtra (Desh),Kolhapur,Shirol,Shirol
L1958,F1259,Rice,Indrayani,21.57,4229.36,"Rice harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-10-29,2026-05-30,Vidarbha,Gadchiroli,Etapalli,Burgi
L1959,F1260,Cotton,Ajeet-155 Bt,15.99,8900.53,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-10-09,2026-06-22,Khandesh,Jalgaon,Yawal,Adgaon
L1960,F1261,Sugarcane,Co 94012,123.19,461.05,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2026-01-12,2026-07-08,Western Maharashtra (Desh),Sangli,Tasgaon,Anjani
L1961,F1262,Jowar,Maldandi,7.6,2954.02,"Quality Jowar lot from this season, well-dried and properly sorted.",2024-10-06,2026-02-06,Western Maharashtra (Desh),Pune,Pune City,Keshavnagar-Mundwa
L1962,F1263,Maize,African Tall,4.06,2514.71,"Maize harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-10-26,2026-04-01,Khandesh,Nandurbar,Nandurbar,Adachhi
L1963,F1264,Tur,BDN-711,14.46,6117.2,"Quality Tur lot from this season, well-dried and properly sorted.",2025-10-01,2026-05-30,Vidarbha,Gondia,Arjuni-Morgaon,Arjuni
L1964,F1264,Wheat,Tapovan (NIAW-917),3.7,2913.53,"Freshly harvested Wheat, good grade, cleaned and ready for pickup.",2026-02-07,2026-06-26,Vidarbha,Gondia,Arjuni-Morgaon,Arjuni
L1965,F1264,Tur,Vipula,4.1,8298.86,"Healthy Tur yield this season, sorted and free of visible damage.",2024-10-14,2026-08-07,Vidarbha,Gondia,Arjuni-Morgaon,Arjuni
L1966,F1265,Tur,BSMR-736,11.46,7362.12,"Freshly harvested Tur, good grade, cleaned and ready for pickup.",2024-10-11,2026-04-25,Vidarbha,Wardha,Arvi,Rohna
L1967,F1266,Rice,Ambemohar,8.15,5092.54,"Freshly harvested Rice, good grade, cleaned and ready for pickup.",2024-10-31,2026-01-27,Vidarbha,Gondia,Amgaon,Anjora
L1968,F1266,Wheat,Tapovan (NIAW-917),15.2,2789.69,"Healthy Wheat yield this season, sorted and free of visible damage.",2026-04-25,2026-07-09,Vidarbha,Gondia,Amgaon,Anjora
L1969,F1267,Cotton,Suraj Bt,1.87,9199.06,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-10-20,2026-05-28,Vidarbha,Amravati,Chandur,Amla Vishveshwar
L1970,F1268,Cotton,Ajeet-155 Bt,19.58,9488.75,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-10-13,2026-05-14,Vidarbha,Wardha,Seloo,Ghorad
L1971,F1269,Rice,IR-64,20.72,4058.72,"Freshly harvested Rice, good grade, cleaned and ready for pickup.",2025-10-02,2026-08-08,Khandesh,Nashik,Dindori,Dindori
L1972,F1270,Cotton,Bt Cotton (Bollgard II hybrid),4.91,8825.06,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-11-13,2026-08-13,Vidarbha,Amravati,Chikhaldara,Churni
L1973,F1271,Rice,Indrayani,1.54,5068.46,"Freshly harvested Rice, good grade, cleaned and ready for pickup.",2025-12-06,2026-07-24,Vidarbha,Chandrapur,Chandrapur,Adegaon
L1974,F1272,Groundnut,Phule Unnati,3.61,7169.96,"Quality Groundnut lot from this season, well-dried and properly sorted.",2024-12-31,2026-08-03,Khandesh,Dhule,Dhule,Kusumbe
L1975,F1273,Groundnut,Phule Unnati,3.13,7038.75,"Healthy Groundnut yield this season, sorted and free of visible damage.",2025-10-04,2026-07-08,Vidarbha,Bhandara,Mohadi,Andhalgaon
L1976,F1274,Bajra,Shraddha,15.8,3186.96,"Quality Bajra lot from this season, well-dried and properly sorted.",2024-10-17,2026-07-15,Western Maharashtra (Desh),Ahilyanagar (Ahmednagar),Kopargaon,Suregaon
L1977,F1275,Sugarcane,CoVSI 09292,95.42,527.45,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2025-12-04,2026-07-22,Western Maharashtra (Desh),Sangli,Shirala,Bilashi
L1978,F1276,Sugarcane,Phule 265,119.61,460.64,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2025-12-26,2026-08-03,Western Maharashtra (Desh),Pune,Haveli,Agalambe
L1979,F1277,Cotton,Bt Cotton (Bollgard II hybrid),9.5,8803.07,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-10-01,2026-06-04,Vidarbha,Buldhana,Sangrampur,Sonala
L1980,F1278,Linseed,Sharda,11.39,7010.6,"Well-graded Linseed, stored in dry conditions, ready for immediate sale.",2026-03-18,2026-07-10,Vidarbha,Gondia,Salekasa,Pipariya
L1981,F1279,Banana,Shrimanti,6.62,3841.95,"Quality Banana lot from this season, well-dried and properly sorted.",2026-02-19,2026-06-20,Khandesh,Jalgaon,Dharangaon,Ahire Kh.
L1982,F1279,Cotton,RCH-2 Bt,17.65,9456.81,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-10-16,2026-04-15,Khandesh,Jalgaon,Dharangaon,Ahire Kh.
L1983,F1280,Cotton,Ajeet-155 Bt,1.72,9491.98,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-12-10,2026-06-16,Vidarbha,Chandrapur,Mul,Akapur
L1984,F1281,Sugarcane,Phule 265,50.04,499.91,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2025-01-08,2026-06-16,Khandesh,Nandurbar,Talode,Mod
L1985,F1282,Wheat,NIAW-34,2.26,2819.74,"Healthy Wheat yield this season, sorted and free of visible damage.",2025-03-04,2026-06-01,Vidarbha,Nagpur,Hingna,Ajangaon
L1986,F1283,Jowar,Maldandi,7.12,5248.88,"Quality Jowar lot from this season, well-dried and properly sorted.",2025-11-08,2026-08-05,Vidarbha,Gadchiroli,Bhamragad,Arewada
L1987,F1283,Rice,IR-64,2.74,4316.58,"Quality Rice lot from this season, well-dried and properly sorted.",2024-10-28,2026-06-28,Vidarbha,Gadchiroli,Bhamragad,Arewada
L1988,F1284,Sugarcane,Co 740,21.27,582.31,"Sweet, high-brix Sugarcane, freshly cut, ready for mill delivery.",2025-11-10,2026-05-31,Western Maharashtra (Desh),Sangli,Khanapur,Ainwadi
L1989,F1285,Soybean,JS 20-29,3.6,6046.21,"Freshly harvested Soybean, good grade, cleaned and ready for pickup.",2025-12-04,2026-06-26,Vidarbha,Washim,Mangrulpir,Shahapur Kh.
L1990,F1285,Cotton,RCH-2 Bt,1.45,8661.71,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-11-24,2026-02-26,Vidarbha,Washim,Mangrulpir,Shahapur Kh.
L1991,F1286,Cotton,Bt Cotton (Bollgard II hybrid),3.8,8741.96,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-11-18,2026-03-16,Western Maharashtra (Desh),Ahilyanagar (Ahmednagar),Kopargaon,Samvatsar
L1992,F1286,Jowar,Phule Vasudha,15.51,5171.51,"Jowar harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-12-29,2026-06-12,Western Maharashtra (Desh),Ahilyanagar (Ahmednagar),Kopargaon,Samvatsar
L1993,F1287,Tur,Vipula,6.89,6208.65,"Freshly harvested Tur, good grade, cleaned and ready for pickup.",2024-11-11,2026-07-20,Vidarbha,Amravati,Warud,Loni
L1994,F1287,Cotton,Bt Cotton (Bollgard II hybrid),17.73,8631.36,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-11-23,2026-07-17,Vidarbha,Amravati,Warud,Loni
L1995,F1287,Cotton,RCH-2 Bt,10.32,9284.32,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-10-16,2026-07-27,Vidarbha,Amravati,Warud,Loni
L1996,F1288,Cotton,RCH-2 Bt,11.37,8391.63,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2025-12-03,2026-04-30,Vidarbha,Gadchiroli,Armori,Bhakrondi
L1997,F1288,Linseed,NL-97,3.55,6888.41,"Freshly harvested Linseed, good grade, cleaned and ready for pickup.",2026-04-06,2026-07-29,Vidarbha,Gadchiroli,Armori,Bhakrondi
L1998,F1288,Linseed,Sharda,7.88,6232.15,"Healthy Linseed yield this season, sorted and free of visible damage.",2025-04-27,2026-05-20,Vidarbha,Gadchiroli,Armori,Bhakrondi
L1999,F1289,Cotton,Suraj Bt,4.05,9181.22,"Good staple length Cotton, hand-picked, low trash content, ready for ginning.",2024-10-20,2026-07-23,Khandesh,Dhule,Dhule,Songir
L2000,F1290,Rice,Kolam,11.44,4754.85,"Well-graded Rice, stored in dry conditions, ready for immediate sale.",2025-11-05,2026-07-04,Vidarbha,Gondia,Goregaon,Dawwa
L2001,F1291,Soybean,MACS 1281,9.9,4884.36,"Freshly harvested Soybean, good grade, cleaned and ready for pickup.",2024-11-26,2026-02-24,Vidarbha,Chandrapur,Bramhapuri,Adyal Gaonganna
L2002,F1292,Tur,BDN-711,9.75,6140.64,"Tur harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-10-16,2026-05-31,Vidarbha,Buldhana,Buldhana,Deulghat
L2003,F1293,Soybean,MACS 1281,13.63,4940.76,"Soybean harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-12-02,2026-06-13,Khandesh,Nashik,Surgana,Umbarthan
L2004,F1293,Soybean,MAUS 71,19.6,6019.18,"Soybean harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-11-26,2026-06-15,Khandesh,Nashik,Surgana,Umbarthan
L2005,F1293,Soybean,JS 335,16.97,5957.49,"Well-graded Soybean, stored in dry conditions, ready for immediate sale.",2025-12-30,2026-06-06,Khandesh,Nashik,Surgana,Umbarthan
L2006,F1293,Rice,Ambemohar,10.2,3775.4,"Rice harvest, medium-to-large grade, minimal moisture, farm-fresh.",2024-11-12,2026-07-11,Khandesh,Nashik,Surgana,Umbarthan
L2007,F1294,Soybean,JS 9560,17.98,5227.65,"Well-graded Soybean, stored in dry conditions, ready for immediate sale.",2025-10-06,2026-08-03,Vidarbha,Yavatmal,Ghatanji,Ambezari
L2008,F1294,Wheat,Tapovan (NIAW-917),9.14,2336.11,"Well-graded Wheat, stored in dry conditions, ready for immediate sale.",2026-04-25,2026-07-19,Vidarbha,Yavatmal,Ghatanji,Ambezari
L2009,F1295,Rice,Ambemohar,4.45,5107.51,"Quality Rice lot from this season, well-dried and properly sorted.",2024-11-13,2026-08-11,Vidarbha,Nagpur,Savner,Ajani
L2010,F1296,Jowar,Phule Yashoda,19.37,4043.19,"Quality Jowar lot from this season, well-dried and properly sorted.",2025-12-28,2026-06-19,Western Maharashtra (Desh),Pune,Baramati,Anjangaon
L2011,F1297,Rice,Karjat-3,21.06,4532.55,"Freshly harvested Rice, good grade, cleaned and ready for pickup.",2025-12-25,2026-07-22,Western Maharashtra (Desh),Kolhapur,Hatkanangale,Rukadi
L2012,F1297,Jowar,Phule Vasudha,10.82,5970.06,"Quality Jowar lot from this season, well-dried and properly sorted.",2025-12-15,2026-08-09,Western Maharashtra (Desh),Kolhapur,Hatkanangale,Rukadi
L2013,F1297,Jowar,CSH-16,2.09,3804.59,"Jowar harvest, medium-to-large grade, minimal moisture, farm-fresh.",2025-10-31,2026-06-08,Western Maharashtra (Desh),Kolhapur,Hatkanangale,Rukadi
L2014,F1298,Tur,BDN-711,7.59,6058.42,"Quality Tur lot from this season, well-dried and properly sorted.",2024-11-30,2026-06-09,Vidarbha,Bhandara,Lakhani,Lakhani
L2015,F1299,Groundnut,Phule Unnati,15.1,8392.48,"Well-graded Groundnut, stored in dry conditions, ready for immediate sale.",2025-12-16,2026-07-31,Western Maharashtra (Desh),Pune,Mulshi,Admal
